,Kingdom,Phylum,Class,Order,Family
OTU3880,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41
OTU389,k__Bacteria,p__GAL15,c__,o__,f__
OTU38923,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
OTU3893,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
OTU39,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae
OTU390,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
OTU391,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae
OTU3910,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU392,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__
OTU393,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
OTU3932,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU39349,k__Bacteria,p__Chloroflexi,c__KD4-96,o__,f__
OTU394,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae
OTU3940,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU39455,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU3946,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU39468,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU395,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae
OTU39506,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU39511,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU396,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
OTU397,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__
OTU3974,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae
OTU39797,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU398,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU39803,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
OTU3981,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3
OTU39811,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae
OTU39863,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU399,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU39906,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU4,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
OTU40,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU400,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU4004,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU401,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__
OTU402,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU4028,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1
OTU403,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU404,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae
OTU405,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__
OTU40555,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU406,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU407,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae
OTU40701,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae
OTU40705,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU4076,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae
OTU408,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Amb-16S-1323
OTU4087,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU409,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU41,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-011,f__
OTU410,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722
OTU41084,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae
OTU411,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
OTU41146,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU41154,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU41190,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
OTU41194,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae
OTU412,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
OTU413,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU41332,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU41333,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU41371,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae
OTU41388,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__
OTU414,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__
OTU415,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
OTU41539,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU416,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae
OTU417,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU4171,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU418,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
OTU4187,k__Bacteria,p__GAL15,c__,o__,f__
OTU419,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU41909,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__TRA3-20
OTU4196,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae
OTU41976,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU4199,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I
OTU42,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
OTU420,k__Bacteria,p__GAL15,c__,o__,f__
OTU421,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae
OTU4210,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU42115,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU4213,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae
OTU42159,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU422,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae
OTU4221,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__
OTU42261,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU423,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41
OTU424,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Iamiaceae
OTU425,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
OTU426,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41
OTU427,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
OTU428,k__Bacteria,p__Latescibacteria,c__,o__,f__
OTU429,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU42976,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
OTU43,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU430,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU431,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__
OTU432,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU43223,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU43238,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae
OTU43244,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae
OTU433,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae
OTU434,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU4343,k__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__bacterium_YC-LK-LKJ27
OTU43453,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae
OTU435,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU436,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PLTA13,f__
OTU4365,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722
OTU43672,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU437,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
OTU4372,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae
OTU4378,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU438,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU4380,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU439,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__,f__
OTU44,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
OTU440,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae
OTU4400,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__TRA3-20
OTU441,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__
OTU44133,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU44139,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU44190,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
OTU442,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU44267,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU4428,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU443,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Glycomycetales,f__Glycomycetaceae
OTU4432,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
OTU44333,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU444,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU445,k__Bacteria,p__Acidobacteria,c__Subgroup_25,o__,f__
OTU446,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__
OTU4465,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__
OTU4469,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU447,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
OTU448,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae
OTU449,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU45,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae
OTU450,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
OTU4503,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae
OTU451,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__
OTU452,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
OTU4528,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU453,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
OTU454,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
OTU455,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84
OTU4555,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU456,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
OTU457,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Salinisphaerales,f__Solimonadaceae
OTU458,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__
OTU459,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU46,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae
OTU460,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__
OTU4608,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU461,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__
OTU462,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae
OTU463,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU4636,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU4638,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Actinomarinales,f__
OTU464,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU465,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU466,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU4669,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU467,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae
OTU468,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
OTU469,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__
OTU47,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
OTU470,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae
OTU471,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__
OTU472,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1
OTU473,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Methylacidiphilales,f__Methylacidiphilaceae
OTU4736,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
OTU474,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Actinomarinales,f__
OTU475,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodovibrionales,f__Kiloniellaceae
OTU4758,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU476,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae
OTU4763,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae
OTU477,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae
OTU478,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Amb-16S-1323
OTU479,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU48,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU480,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Anaplasmataceae
OTU481,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae
OTU4817,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae
OTU482,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3
OTU483,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae
OTU484,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae
OTU485,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__
OTU486,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MBNT15,f__
OTU487,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU4875,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU488,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae
OTU489,k__Bacteria,p__Cyanobacteria,c__Melainabacteria,o__Obscuribacterales,f__
OTU49,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU490,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae
OTU491,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
OTU492,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__
OTU493,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Actinomarinales,f__
OTU4931,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1
OTU494,k__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__Lineage_IV,f__
OTU495,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU4951,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
OTU496,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU497,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae
OTU498,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU499,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU5,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU50,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae
OTU500,k__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__OPB56,f__
OTU501,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU502,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU5022,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__
OTU5026,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
OTU503,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae
OTU504,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
OTU505,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU506,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU507,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU508,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU509,k__Bacteria,p__Planctomycetes,c__Planctomycetacia,o__Isosphaerales,f__Isosphaeraceae
OTU51,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU510,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
OTU511,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__
OTU512,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU513,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b
OTU514,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Family_XII
OTU515,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU516,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU517,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU518,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
OTU5183,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU519,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
OTU52,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae
OTU520,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU521,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__D05-2
OTU522,k__Bacteria,p__Chloroflexi,c__KD4-96,o__,f__
OTU5224,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU5227,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__
OTU523,k__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__
OTU524,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae
OTU525,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae
OTU526,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae
OTU527,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU528,k__Bacteria,p__Gemmatimonadetes,c__BD2-11_terrestrial_group,o__,f__
OTU5287,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__
OTU529,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
OTU53,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae
OTU530,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__
OTU531,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae
OTU5318,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Geodermatophilaceae
OTU532,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU533,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
OTU534,k__Bacteria,p__Gemmatimonadetes,c__AKAU4049,o__,f__
OTU535,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae
OTU536,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae
OTU5367,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU537,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__
OTU5378,k__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__
OTU5379,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__67-14
OTU538,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
OTU539,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU54,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae
OTU540,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Methylacidiphilales,f__Methylacidiphilaceae
OTU541,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Nakamurellaceae
